0,1,2,3,4,5,6,7,8,JP,TW,CN,KR
NGDP Q,LCU,Activity,Tertiary,Human health and social work,,,,,"Japan, NGDP, Activity, Tertiary, Human health and social work, LCU","Taiwan, NGDP, Activity, Tertiary, Human health and social work, LCU",,"Korea, NGDP, Activity, Tertiary, Human health and social work, LCU"
NGDP Q,LCU,Activity,Tertiary,Support services,,,,,,"Taiwan, NGDP, Activity, Tertiary, Support services, LCU",,
NGDP Q,LCU,Activity,Tertiary,Other service,,,,,"Japan, NGDP, Activity, Tertiary, Other service, LCU","Taiwan, NGDP, Activity, Tertiary, Other services, LCU","China, NGDP, Activity, Tertiary, Others, LCU","Korea, NGDP, Activity, Tertiary, Other services, LCU"
NGDP Q,USD,Expenditure,Per capita,,,,,,,,,
NGDP Q,USD,Expenditure,GDP,,,,,,,,,"Korea, NGDP, Expenditure, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Per capita,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Total,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Public,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Government Consumption,,,,,,,"China, NGDP, Activity, USD, 12M average","Korea, NGDP, Expenditure, Domestic Demand, Government Consumption, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Employee compensation per worker,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Per capita,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Total,,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Private Consumption, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Excluding Imputed Rent,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Per capita,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Total,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Private Consumption, Household Consumption, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases Abroad by Resident Households,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases in the Domestic Market by Non-Resident Households,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Excluding Imputed Rent,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Total,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Total,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Durable Goods,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Semi-Durable Goods,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Non-Durable Goods,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Services,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Final Consumption Expenditure Contribution,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Final Consumption Expenditure,,,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Final Consumption Expenditure, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation Contribution,,,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Total,,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Private,Inventories,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Public,Inventories,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Buildings and Structures,Residential,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Buildings and Structures, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Total,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Total,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Residential,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Non-Residential,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Other,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Transport Equipment,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Other Machinery and Equipment,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Intellectual Property Products,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Non-Residential,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Residential,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Total,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Residential,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Non-Residential,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Other,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Transport Equipment,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Other Machinery and Equipment,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Intellectual Property Products,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Total,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Residential,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Non-Residential,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Other,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Transport Equipment,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Public, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Other Machinery and Equipment,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Intellectual Property Products,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Total,,,,,,"Korea, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Inventories, USD"
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Private,,,,,,
NGDP Q,USD,Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Public,,,,,,
NGDP Q,USD,Expenditure,Net Exports of Goods and Services Contribution,,,,,,,,,
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Total,,,,,,,,
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Total,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, USD"
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Goods,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, USD"
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Services,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, USD"
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Total,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, USD"
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Goods,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, USD"
NGDP Q,USD,Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Services,,,,,,,"Korea, NGDP, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, USD"
NGDP Q,USD,Activity,Import Duties,,,,,,,,,
NGDP Q,USD,Activity,GDP,,,,,,,,,
NGDP Q,USD,Activity,Total,,,,,,,,,
NGDP Q,USD,Activity,output gap,,,,,,,,,
NGDP Q,USD,Activity,HP filter trend,,,,,,,,,
NGDP Q,USD,Activity,Revisions,,,,,,,,,
NGDP Q,USD,Activity,Agriculture,forestry and fishing,,,,,,,,
NGDP Q,USD,Activity,Business activities,,,,,,,,"China, NGDP, Activity, USD","Korea, NGDP, Activity, USD"
NGDP Q,USD,Activity,Construction,,,,,,,,,
NGDP Q,USD,Activity,Cultural and other services,,,,,,,,,"Korea, NGDP, Activity, Tertiary, Cultural and other services, USD"
NGDP Q,USD,Activity,Education,,,,,,,,,
NGDP Q,USD,Activity,Electricity,gas and water supply,,,,,,,"China, NGDP, Activity, USD, 12M sum",
NGDP Q,USD,Activity,Finance and insurance,,,,,,,,,
NGDP Q,USD,Activity,Gross domestic product at market prices,,,,,,,,,"Korea, NGDP, Activity, GDP at market prices, USD"
NGDP Q,USD,Activity,Gross value added at market prices,,,,,,,,,"Korea, NGDP, Activity, Gross value added at basic prices, USD"
NGDP Q,USD,Activity,Human health and social work,,,,,,,,,
NGDP Q,USD,Activity,Information and communication,,,,,,,,,
NGDP Q,USD,Activity,Manufacturing,,,,,,,,,
NGDP Q,USD,Activity,Mining and quarrying,,,,,,,,,"Korea, NGDP, Activity, Mining, quarrying and manufacturing, USD"
NGDP Q,USD,Activity,Public administration,defence and social activity,,,,,,,,
NGDP Q,USD,Activity,Real estate,,,,,,,"Taiwan, NGDP, Expenditure, USD",,
NGDP Q,USD,Activity,Taxes less subsidies on products,,,,,,,,,"Korea, NGDP, Activity, Taxes less subsidies on products, USD"
NGDP Q,USD,Activity,Transportation and Storage,,,,,,,,,
NGDP Q,USD,Activity,Wholesale and retail trade,accommodation and food services,,,,,,,,"Korea, NGDP, Activity, Tertiary, Wholesale and retail trade, accommodation and food services, USD"
NGDP Q,USD,Activity,Primary,Total,,,,,,,,
NGDP Q,USD,Activity,Primary,Agriculture,forestry and fishing,,,,,,,"Korea, NGDP, Activity, Primary, Agriculture, Fishing and aquaculture, USD"
NGDP Q,USD,Activity,Primary,Mining,,,,,,,,"Korea, NGDP, Activity, Primary, Mining, USD"
NGDP Q,USD,Activity,Secondary,Total,,,,,,,,"Korea, NGDP, Activity, Secondary, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Total,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Electronic components and devices,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Computer, electronic and optical products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Fabricated metal products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Basic metal,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Basic metals, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Food products and beverages,,,,,,"China, NGDP, Activity, USD, 12M sum, 12M average","Korea, NGDP, Activity, Secondary, Manufacturing,  Food, beverages products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Textile products,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Textile and leather products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Pulp,paper and paper products,,,,,,
NGDP Q,USD,Activity,Secondary,Manufacturing,Chemicals,,,,,,,
NGDP Q,USD,Activity,Secondary,Manufacturing,Petroleum and coal products,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Coke and refined petroleum products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Non-metallic mineral products,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Non-metallic mineral products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
NGDP Q,USD,Activity,Secondary,Manufacturing,General-purpose,production and business oriented machinery,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Chemicals and chemical products, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Electrical machinery,equipment and supplies,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Electrical equipment, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Information and communication electronics equipment,,,,,,,
NGDP Q,USD,Activity,Secondary,Manufacturing,Transport equipment,,,,,,,"Korea, NGDP, Activity, Secondary, Manufacturing, Transportation equipment, USD"
NGDP Q,USD,Activity,Secondary,Manufacturing,Other manufacturing,,,,,,,
NGDP Q,USD,Activity,Secondary,Electricity,gas and water supply,waste management service,,,,,,"Korea, NGDP, Activity, Secondary, Utilities, Water supply, sewerage, waste management and remediation activities, USD"
NGDP Q,USD,Activity,Secondary,Construction,,,,,,,,"Korea, NGDP, Activity, Secondary, Construction, USD"
NGDP Q,USD,Activity,Secondary,Utilities,Total,,,,,,,"Korea, NGDP, Activity, Secondary, Utilities, USD"
NGDP Q,USD,Activity,Secondary,Utilities,Electricity and gas,,,,,,,"Korea, NGDP, Activity, Secondary, Utilities, Electricity, USD"
NGDP Q,USD,Activity,Secondary,Utilities,Water supply,,,,,,,
NGDP Q,USD,Activity,Tertiary,Total,,,,,,,,"Korea, NGDP, Activity, Tertiary, USD"
NGDP Q,USD,Activity,Tertiary,Total excluding statistical discrepancy,,,,,,,,"Korea, NGDP, Expenditure, Statistical discrepancy, USD"
NGDP Q,USD,Activity,Tertiary,Total excluding taxes and statistical discrepancy,,,,,,,,
NGDP Q,USD,Activity,Tertiary,Valued-Added Tax,,,,,,,,
NGDP Q,USD,Activity,Tertiary,Arts,sports and recreation,,,,,,,"Korea, NGDP, Activity, Tertiary, Arts, sports and recreation, USD"
NGDP Q,USD,Activity,Tertiary,Wholesale and retail trade,,,,,,,,"Korea, NGDP, Activity, Tertiary, Wholesale and retail trade, USD"
NGDP Q,USD,Activity,Tertiary,Transport and postal services,,,,,,,,
NGDP Q,USD,Activity,Tertiary,Transport and storage,,,,,,,,"Korea, NGDP, Activity, Tertiary, Transportation and storage, USD"
NGDP Q,USD,Activity,Tertiary,Accommodation and food services,,,,,,,,"Korea, NGDP, Activity, Tertiary, Accommodation and food services, USD"
NGDP Q,USD,Activity,Tertiary,Information and communications,,,,,,,,"Korea, NGDP, Activity, Tertiary, Information and communication, USD"
NGDP Q,USD,Activity,Tertiary,Finance and insurance,,,,,,,,"Korea, NGDP, Activity, Tertiary, Finance and insurance, USD"
NGDP Q,USD,Activity,Tertiary,Real estate,,,,,,,,"Korea, NGDP, Activity, Tertiary, Real estate, USD"
NGDP Q,USD,Activity,Tertiary,Professional,scientific and technical,,,,,,,"Korea, NGDP, Activity, Tertiary, Business activities, Professional, scientific and technical services, USD"
NGDP Q,USD,Activity,Tertiary,Public administration,Total,,,,,"Taiwan, NGDP, Expenditure, USD, 12M sum",,
NGDP Q,USD,Activity,Tertiary,Public administration,defence and social security,,,,,,,"Korea, NGDP, Activity, Tertiary, Public administration, defence and social security, USD"
NGDP Q,USD,Activity,Tertiary,Education,,,,,,,,"Korea, NGDP, Activity, Tertiary, Education, USD"
NGDP Q,USD,Activity,Tertiary,Human health and social work,,,,,,,,"Korea, NGDP, Activity, Tertiary, Human health and social work, USD"
NGDP Q,USD,Activity,Tertiary,Support services,,,,,,,,
NGDP Q,USD,Activity,Tertiary,Other service,,,,,,,,"Korea, NGDP, Activity, Tertiary, Other services, USD"
NGDP Q,"LCU, % YoY",Expenditure,Per capita,,,,,,"Japan, NGDP, Expenditure, Per capita, LCU, % YoY","Taiwan, NGDP, Activity, LCU, % YoY",,
NGDP Q,"LCU, % YoY",Expenditure,GDP,,,,,,,,,"Korea, NGDP, Expenditure, LCU, % YoY"
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Per capita,,,,,,,,
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Total,,,,,"Japan, NGDP, Expenditure, Domestic Demand, LCU, % YoY","Taiwan, NGDP, Expenditure, Domestic Demand, LCU, % YoY",,
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Private,,,,,"Japan, NGDP, Expenditure, Domestic Demand, Private Demand, LCU, % YoY",,,
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Public,,,,,"Japan, NGDP, Expenditure, Domestic Demand, Public Demand, LCU, % YoY",,,
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Government Consumption,,,,,,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU, % YoY","China, NGDP, Activity, Secondary, Industry, LCU, % YoY","Korea, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU, % YoY"
NGDP Q,"LCU, % YoY",Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
